Half Inning,Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,,,Pitcher_R_Allowed,Pitcher_ER_Allowed,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y,REMEMBER TO INSERT THE X AND Y POINTS AFTER EVERY HALF INNING! DON'T MISCLICK PLOTS
Top 7,7,2,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Jeremy Newton,L,R,Fastball,Foul,,,100,0.8851,0.286333286,
Top 7,7,2,1,2,'1-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Jeremy Newton,L,R,Offspeed,Strikeout Swinging,,,100,-1.203311429,-0.170884523,
Bottom 7,7,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yadian Martinez,R,R,Fastball,Ball,,,000,-0.82562,0.45339364,
Bottom 7,7,0,1,0,'1-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yadian Martinez,R,R,Offspeed,Swinging Strike,,,000,-0.625665714,0.057724382,
Bottom 7,7,0,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yadian Martinez,R,R,Fastball,Single,Pop Up,Straightaway,000,0.26302,0.47977159,
Bottom 7,7,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yadian Martinez,R,R,,Called Strike,,,100,-0.714534286,0.312711237,
Bottom 7,7,0,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yadian Martinez,R,R,Offspeed,Ball,,,100,-0.6701,-0.197262473,
Bottom 7,7,0,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yadian Martinez,R,R,Offspeed,Foul,,,100,0.640711429,0.47977159,
Bottom 7,7,0,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yadian Martinez,R,R,Offspeed,Popout,Pop Up,Pull,100,0.685145714,0.119272933,
Bottom 7,7,1,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Fastball,Ball,,,100,1.484962857,-0.153299223,
Bottom 7,7,1,1,0,'1-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Fastball,Called Strike,,,100,1.173922857,0.594076042,
Bottom 7,7,1,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Fastball,Ball,,,100,1.240574286,0.215992085,
Bottom 7,7,1,2,1,'2-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Fastball,Ball,,,100,1.151705714,0.128065583,
Bottom 7,7,1,3,1,'3-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Fastball,Called Strike,,,100,-0.003585714,0.813892297,
Bottom 7,7,1,3,2,'3-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,,Pickoff,,,100,,,
Bottom 7,7,2,3,2,'3-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Fastball,Foul,,,100,-0.025802857,0.717173145,
Bottom 7,7,2,3,2,'3-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Fastball,Groundout,Ground Ball,Straightaway,100,0.8851,0.321503887,
Top 8,8,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Jeremy Newton,R,R,Offspeed,Ball,,,000,-0.6701,1.209561555,
Top 8,8,0,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Jeremy Newton,R,R,Fastball,Ball,,,000,-1.158877143,0.725965795,
Top 8,8,0,2,0,'2-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Jeremy Newton,R,R,Fastball,Popout,Pop Up,Opposite Field,000,0.929534286,0.550112792,
Top 8,8,1,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Jeremy Newton,R,R,Offspeed,Ball,,,000,-0.51458,0.040139081,
Top 8,8,1,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Jeremy Newton,R,R,Fastball,Called Strike,,,000,0.1075,0.506149541,
Top 8,8,1,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Jeremy Newton,R,R,Offspeed,Ball,,,000,0.951751429,1.200768905,
Top 8,8,1,2,1,'2-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,1,1,Arthur Kowara,Jeremy Newton,R,R,Fastball,Home Run,Fly Ball,Straightaway,000,-0.381277143,0.145650883,
Top 8,8,1,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Cam Bauer,Jeremy Newton,L,R,Fastball,Ball,,,000,1.151705714,1.130427703,
Top 8,8,1,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Cam Bauer,Jeremy Newton,L,R,Fastball,Called Strike,,,000,0.8851,0.47097894,
Top 8,8,1,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Cam Bauer,Jeremy Newton,L,R,Fastball,Groundout,Ground Ball,Pull,000,0.662928571,0.128065583,
Top 8,8,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Dustin Richardson,R,L,Fastball,Swinging Strike,,,000,0.240802857,0.893026148,
Top 8,8,2,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Dustin Richardson,R,L,Fastball,Called Strike,,,000,0.618494286,0.664417244,
Top 8,8,2,0,2,'0-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Dustin Richardson,R,L,Fastball,Foul,,,000,-0.04802,0.857855548,
Top 8,8,2,0,2,'0-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Dustin Richardson,R,L,Fastball,Foul,,,000,0.662928571,0.778721696,
Top 8,8,2,0,2,'0-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Dustin Richardson,R,L,Fastball,Foul,,,000,0.462974286,0.48856424,
Top 8,8,2,0,2,'0-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Dustin Richardson,R,L,Offspeed,Groundout,Ground Ball,Pull,000,0.796231429,0.066517032,
Bottom 8,8,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Zach Lampreia,Yadian Martinez,R,R,Fastball,Called Strike,,,000,0.41854,0.831477597,
Bottom 8,8,0,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Zach Lampreia,Yadian Martinez,R,R,Offspeed,Swinging Strike,,,000,-0.847837143,0.066517032,
Bottom 8,8,0,0,2,'0-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Zach Lampreia,Yadian Martinez,R,R,Fastball,Foul,,,000,0.796231429,0.866648198,
Bottom 8,8,0,0,2,'0-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Zach Lampreia,Yadian Martinez,R,R,Offspeed,Flyout,,,000,-0.736751429,0.172028834,
Bottom 8,8,1,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Fastball,Foul,,,000,0.907317143,0.374259788,
Bottom 8,8,1,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Offspeed,Ball,,,000,0.596277143,-0.188469823,
Bottom 8,8,1,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Offspeed,Swinging Strike,,,000,0.507408571,-0.241225724,
Bottom 8,8,1,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Offspeed,Foul,,,000,0.285237143,0.400637739,
Bottom 8,8,1,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Fastball,Foul,,,000,1.50718,0.031346431,
Bottom 8,8,1,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Fastball,Ball,,,000,1.596048571,-0.197262473,
Bottom 8,8,1,2,2,'2-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Fastball,Strikeout Looking,,,000,0.818448571,0.97216,
Bottom 8,8,2,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Foul,,,000,0.862882857,0.163236184,
Bottom 8,8,2,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Swinging Strike,,,000,0.818448571,0.242370035,
Bottom 8,8,2,0,2,'0-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Strikeout Swinging,,,000,0.751797143,-0.04778742,
Top 9,9,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Dustin Richardson,R,L,Fastball,Swinging Strike,,,000,0.57406,0.233577385,
Top 9,9,0,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Dustin Richardson,R,L,Offspeed,Double,,,000,0.818448571,0.136858233,
Top 9,9,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Dustin Richardson,L,L,Fastball,Foul,,,010,1.062837143,0.787514346,
Top 9,9,0,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Dustin Richardson,,,Offspeed,Ball,,,010,1.35166,-0.214847774,
Top 9,9,0,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,,,,,,Truncated Out,,,010,,,
Top 9,9,1,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Dustin Richardson,L,L,Fastball,Called Strike,,,000,0.907317143,0.427015689,
Top 9,9,1,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Dustin Richardson,L,L,Fastball,Single,Ground Ball,Pull,000,0.640711429,0.541320141,
Top 9,9,1,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Dustin Richardson,R,L,Fastball,Foul,,,100,0.707362857,0.884233498,
Top 9,9,1,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Dustin Richardson,R,L,Fastball,Ball,,,100,-0.270191429,1.165598304,
Top 9,9,1,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Dustin Richardson,R,L,Fastball,Ball,,,100,-1.780957143,1.156805654,
Top 9,9,1,2,1,'2-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Dustin Richardson,R,L,Fastball,Ball,,,010,-1.336614286,1.139220353,
Top 9,9,1,3,1,'3-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Dustin Richardson,R,L,Fastball,Swinging Strike,,,010,1.129488571,0.910611449,
Top 9,9,1,3,2,'3-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Dustin Richardson,R,L,Fastball,Strikeout Swinging,,,010,-0.247974286,1.104049753,
Top 9,9,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Dustin Richardson,R,L,Offspeed,Called Strike,,,010,1.173922857,0.611661343,
Top 9,9,2,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Dustin Richardson,R,L,Fastball,Foul,,,010,1.107271429,0.884233498,
Top 9,9,2,0,2,'0-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Dustin Richardson,R,L,Fastball,Ball,,,010,1.529397143,0.339089187,
Top 9,9,2,1,2,'1-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Dustin Richardson,R,L,Fastball,Foul,,,010,-0.98114,1.139220353,
Top 9,9,2,1,2,'1-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Dustin Richardson,R,L,Fastball,Popout,Pop Up,Straightaway,010,0.662928571,1.077671802,
Bottom 9,9,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Marcus Knecht,Yankiel Mauris,R,R,Fastball,Foul,,,000,-0.159105714,0.664417244,
Bottom 9,9,0,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Marcus Knecht,Yankiel Mauris,R,R,Fastball,Ball,,,000,-0.425711429,0.092894982,
Bottom 9,9,0,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Marcus Knecht,Yankiel Mauris,R,R,Offspeed,Called Strike,,,000,-0.603448571,0.550112792,
Bottom 9,9,0,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Marcus Knecht,Yankiel Mauris,R,R,Offspeed,Ball,,,000,-1.225528571,-0.179677173,
Bottom 9,9,0,2,2,'2-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Marcus Knecht,Yankiel Mauris,R,R,Offspeed,Flyout,Fly Ball,Straightaway,000,-0.114671429,0.523734841,
Bottom 9,9,1,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jeffrey Mejia,Yankiel Mauris,R,R,Offspeed,Called Strike,,,000,1.151705714,0.444600989,
Bottom 9,9,1,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jeffrey Mejia,Yankiel Mauris,R,R,Offspeed,Swinging Strike,,,000,0.72958,0.084102332,
Bottom 9,9,1,0,2,'0-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jeffrey Mejia,Yankiel Mauris,R,R,Offspeed,Strikeout Swinging,,,000,-1.158877143,-0.329152226,
Bottom 9,9,2,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yankiel Mauris,R,R,Fastball,Called Strike,,,000,-0.447928571,0.611661343,
Bottom 9,9,2,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yankiel Mauris,R,R,Offspeed,Swinging Strike,,,000,0.862882857,0.347881837,
Bottom 9,9,2,0,2,'0-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yankiel Mauris,R,R,Offspeed,Foul,,,000,-0.847837143,-0.091750671,
Bottom 9,9,2,0,2,'0-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yankiel Mauris,R,R,Offspeed,Ball,,,000,-1.269962857,-0.267603675,
Bottom 9,9,2,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yankiel Mauris,R,R,Offspeed,Strikeout Swinging,,,000,-0.070237143,0.040139081,
