Half Inning,Inning,Outs,Balls,Strikes,Count,Batter_Team,Pitcher_Team,Date,Home Team,Away Team,,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y,REMEMBER TO INSERT THE X AND Y POINTS AFTER EVERY HALF INNING! DON'T MISCLICK PLOTS
Bottom 10,10,0,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Janisse,L,R,Fastball,Foul,,,000,-0.037575935,0.774588356,
Bottom 10,10,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Janisse,L,R,Fastball,Foul,,,000,0.536693211,0.537846069,
Bottom 10,10,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Janisse,L,R,Fastball,Foul,,,000,-0.587917201,0.518906687,
Bottom 10,10,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Janisse,L,R,Offspeed,Error,Ground Ball,Pull,000,-0.228998984,0.272694708,
Bottom 10,10,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Janisse,R,R,Fastball,Ball,,,100,0.680260498,1.106027557,
Bottom 10,10,0,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Janisse,R,R,Fastball,Swinging Strike,,,100,0.058135589,0.73670959,
Bottom 10,10,0,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Janisse,R,R,Fastball,Single,Ground Ball,Straightaway,100,0.51276533,0.320043166,
Bottom 10,10,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Offspeed,Ball,,,110,-1.042546942,-0.03980511,
Bottom 10,10,0,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Fastball,Called Strike,,,110,-0.540061439,0.34845224,
Bottom 10,10,0,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Offspeed,Swinging Strike,,,110,-0.444349914,0.812467122,
Bottom 10,10,0,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Offspeed,Foul,,,110,-0.56398932,0.272694708,
Bottom 10,10,0,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Fastball,Groundout,Ground Ball,Straightaway,110,-0.34863839,1.106027557,
Bottom 10,10,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Offspeed,Foul,,,101,-0.396494152,-0.134502024,
Bottom 10,10,1,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Fastball,Ball,,,101,-0.875051774,1.087088174,
Bottom 10,10,1,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Fastball,Swinging Strike,,,101,0.775972022,0.784058047,
Bottom 10,10,1,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Offspeed,Foul,,,101,-0.683628725,0.159058411,
Bottom 10,10,1,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Fastball,Ball,,,101,0.464909568,1.172315397,
Bottom 10,10,1,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Offspeed,Foul,,,101,-0.396494152,0.149588719,
Bottom 10,10,1,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Fastball,Strikeout Looking,,,101,-0.540061439,0.784058047,
